,Persian Translation (Google Translate),sentiment
11412,مهاجر,-1
11420,مهاجم,-1
11421,مهار,-1
11422,مهار کردن,-1
11423,مهارت,1
11427,مهجور,-1
11428,مهر,1
11430,مهربان,1
11431,مهربانی,1
11435,مهلت,1
11437,مهلک,-1
11438,مهم,1
11439,مهمات,-1
11440,مهمان,1
11441,مهمان نواز,1
11442,مهمان نوازی,1
11445,مهمترین دستاورد,1
11455,مه‌رو,1
11457,مو,-1
11458,مو قر,1
11459,مواج,-1
11465,مواد منفجره,-1
11466,موارد فوق,1
11469,موافق,1
11470,موافقت,1
11471,موانع,-1
11478,موثر,1
11479,موثق,1
11483,موجب ناراحتی,-1
11485,موجز,1
11487,موجود,-1
11488,موجود وهمی بشکل روح,-1
11492,مودار,-1
11493,مودب,1
11494,موذی,-1
11495,موذی,-1
11499,مورد,-1
11500,مورد ایراد,-1
11501,مورد مداقه قرار دادن,-1
11503,مورد پسند,1
11510,موریانه,-1
11516,موزون,1
11520,موسم بارندگی,-1
11527,موسیقی,1
11529,موش,-1
11531,موشکاف,1
11535,موضوع,-1
11542,موفق,1
11543,موفق شدن,1
11544,موفقیت‌آمیز,1
11545,موفقیت,1
11564,مومن,1
11571,مونتاژ,1
11573,مونس,1
11575,موهبت,1
11576,موهن,-1
11577,موهوم,-1
11593,میان‌مایه,-1
11595,میت,-1
11599,میدان‌دار,1
11600,میرا,-1
11602,میزان,1
11611,میمون,1
11619,میهن‌دوست,1
11620,میهن‌پرست,1
11626,میگرن‌زا,-1
11635,مکاتبات,1
11636,مکار,-1
11644,مکتب هنری رومانتیک,1
11646,مکر,-1
11655,مکمل,1
11658,مکیدن,-1
11660,میانجی,1
11669,میدان جنگ,-1
11675,میرایی,-1
11680,میل,1
11681,میل شدید,1
11682,میل لنگ,-1
11683,میله,1
11690,میمون صفتی,-1
11697,میوه رسیده فلفل قرمز,1
11702,میکروسکوپ,1
11710,نا امنی,-1
11711,نا امید,-1
11712,نا امید کردن,-1
11713,نا امیدی,-1
11714,نا برابری,-1
11715,نا درستی,-1
11716,نا سازگار,-1
11718,نا محدود,1
11719,نا مشخص,-1
11720,نا مطلوب,-1
11721,نا مناسب,-1
11722,نا هنجاری,-1
11723,نا چار,1
11724,نا چاری,-1
11726,ناآرام,-1
11727,ناآزاد,-1
11728,ناآشنا,-1
11729,ناآگاهانه,-1
11730,ناامن,-1
11731,ناامید,-1
11732,ناامیدکننده,-1
11733,ناامید,-1
11734,ناامید کننده,-1
11735,نااهل,-1
11736,ناایمن,-1
11739,ناباروری,-1
11741,نابجا,-1
11742,نابخشودنی,-1
11743,نابخشوده,-1
11746,نابسامان,-1
11747,نابغه,1
11748,نابغه‌پرور,1
11749,نابلد,-1
11750,نابه جا,-1
11751,نابه کار,-1
11752,نابهنجار,-1
11753,نابود,-1
11754,نابود شدنی,-1
11755,نابود کردن,-1
11757,نابودگر,-1
11758,نابودی,-1
11759,نابینا,-1
11760,نابکار,-1
11761,ناتراز,-1
11763,ناتمام,-1
11764,ناتمامیت,-1
11766,ناتو,-1
11767,ناتوان,-1
11768,ناتوانی,-1
11770,ناجذاب,-1
11771,ناجنس,-1
11772,ناجوانمرد,-1
11773,ناجور,-1
11774,ناجی,1
11775,ناحساب,-1
11776,ناحق,-1
11779,ناخالص,-1
11780,ناخدا,1
11781,ناخرسند,-1
11782,ناخشنود,-1
11783,ناخشنودشان,-1
11784,ناخلف,-1
11786,ناخن خشک,-1
11787,ناخواسته,-1
11788,ناخوانا,-1
11789,ناخوانده,-1
11790,ناخودآگاه,-1
11792,ناخوش,-1
11793,ناخوش آیند,-1
11794,ناخوشایند,-1
11795,ناخوشایند,-1
11796,ناخوشی,-1
11797,ناخوش‌احوال,-1
11798,نادان,-1
11800,نادانی,-1
11802,نادرخشان,-1
11803,نادرست,-1
11804,نادم,-1
11808,نادیده گرفتن,-1
11809,نادیده گرفته,-1
11810,ناراحت,-1
11811,ناراحتی,-1
11812,ناراحت‌کننده,-1
11813,ناراضی,-1
11814,ناراضی,-1
11815,نارس,-1
11816,نارسا,-1
11818,نارسایی,-1
11819,نارسیده,-1
11820,نارسی,-1
11821,نارضایتی,-1
11822,نارفیق,-1
11824,نارنجک,-1
11826,نارو,-1
11827,ناروا,-1
11831,نازا,-1
11833,نازل شدن,-1
11834,نازنازی,-1
11835,نازنین,1
11837,نازیبا,-1
11838,نازپرورده,-1
11840,نازک‌طبع,1
11841,نازک‌نارنجی,-1
11842,ناسازگار,-1
11843,ناسالم,-1
11846,ناسزا,-1
11848,ناسودمند,-1
11850,ناسپاس,-1
11851,ناشایست,-1
11852,ناشایسته,-1
11855,ناشسته,-1
11857,ناشناس,-1
11858,ناشنوا,-1
11860,ناشی,-1
11861,ناشیانه,-1
11862,ناشکر,-1
11865,ناشی از خست,-1
11866,ناصاف,-1
11867,ناصحیح,-1
11868,ناصواب,-1
11870,ناظر,1
11872,ناعلاج,-1
11874,نافذ,1
11875,نافرجام,-1
11876,نافرخنده,-1
11877,نافرمان,-1
11878,نافرمانی,-1
11879,نافرمانی کردن,-1
11880,نافع,1
11885,ناقص,-1
11886,ناقص الخلقه,-1
11887,ناقص العضو,-1
11888,ناقص العقل,-1
11889,ناقص شده,-1
11890,ناقض,-1
11891,ناقلا,-1
11894,نالازم,-1
11895,نالایق,-1
11896,ناله,-1
11897,ناله و شکایت کردن,-1
11900,نام دار,1
11903,نامأنوس,-1
11904,نامالوف,-1
11905,نامانوس,-1
11906,نامبارک,-1
11909,نامتجانس,-1
11911,نامتعارف,-1
11913,نامتناسب,-1
11914,نامتناظر,-1
11915,نامتوازن,-1
11918,نامحرم,-1
11919,نامحسوس,-1
11922,نامرتب,-1
11923,نامرتبط,-1
11924,نامرحوم,-1
11925,نامرد,-1
11926,نامردان ه,-1
11927,نامردمی,-1
11928,نامردی,-1
11929,نامرغوب,-1
11930,نامزد,1
11932,نامزدی,1
11933,نامساعد,-1
11936,نامسطح,-1
11937,نامشخص,-1
11938,نامشروع,-1
11940,نامطبوع,-1
11941,نامطلوب,-1
11943,نامعقول,-1
11944,نامعلوم,-1
11945,نامعمول,-1
11946,نامعین,-1
11947,نامقبول,-1
11948,نامقدس,-1
11949,نامقرر,-1
11950,ناملایم,-1
11951,ناملموس,-1
11952,ناممکن,-1
11953,نامناسب,-1
11955,نامنسجم,-1
11956,نامنظم,-1
11957,نامنقح,-1
11960,نامهربان,-1
11961,ناموجه,-1
11962,ناموزون,-1
11965,ناموفق,-1
11966,نامی,1
11967,نامیرا,1
11968,نامیزان,-1
11969,نامیمون,-1
11972,نام‌آور,1
11974,نان تست,1
11982,نان‌بر,-1
11983,نان‌به‌نرخ‌روزخور,-1
11988,ناهماهنگ,-1
11989,ناهمایون,-1
11990,ناهمخوان,-1
11992,ناهموار,-1
11995,ناهنجار,-1
11996,ناوارد,-1
11999,ناوگان,1
12009,ناپایا,-1
12010,ناپایدار,-1
12011,ناپاک,-1
12012,ناپخته,-1
12013,ناپدید,-1
12016,ناپذیرا,-1
12017,ناپرداخته,-1
12023,ناپیوستگی,-1
12024,ناچار,-1
12027,ناچیز,-1
12028,ناکارآمد,-1
12029,ناکارا,-1
12031,ناکافی,-1
12032,ناکام,-1
12033,ناکامل,-1
12034,ناکس,-1
12035,ناکوک,-1
12036,ناگزیر,-1
12038,ناگفتنی,-1
12043,ناگوار,-1
12044,ناگیرا,-1
12047,نایب السلطنه,1
12049,نبرد,-1
12056,نتراشیده,-1
12057,نترس,-1
12058,نتیجه‌بخش,1
12059,نتیجه‌گرا,1
12060,نتیجه,1
12065,نجابت,1
12066,نجات,1
12068,نجات یافته,1
12069,نجات‌دهنده,1
12070,نجات‌یافته,1
12072,نجس,-1
12073,نجس کردن,-1
12077,نجیب,1
12078,نجیب,1
12079,نجیب زاده,1
12080,نحس,-1
12083,نحیف,-1
12084,نحیف,-1
12086,نخ نما,-1
12090,نخاله,-1
12091,نخبه,1
12092,نخست,1
12093,نخستزاده,1
12101,ندار,-1
12102,ندامت,-1
12103,ندامتگاه,-1
12104,ندرتا,-1
12107,نذر,1
12111,نر و ماده,-1
12115,نرده,-1
12117,نرسیده,-1
12130,نزار,-1
12131,نزاع,-1
12132,نزاع و جدال کردن,-1
12133,نزاکت,1
12137,نزدیک بینی,-1
12139,نزدیکی,1
12141,نزولی,-1
12143,نساجی,-1
12144,نسب,1
12147,نسبت دادن,-1
12152,نستوه,1
12153,نسخه,-1
12156,نسنجیده,-1
12157,نسوخته,1
12158,نسوز,1
12161,نشئه شده,1
12163,نشاط,1
12164,نشاط‌آور,1
12165,نشاط‌انگیز,1
12166,نشان,1
12167,نشان دادن,1
12175,نشت,-1
12179,نشدنی,-1
12182,نشست,-1
12184,نشناخته,-1
12194,نصیحت پذیر,1
12195,نصیحت,1
12197,نطق اصلی کردن,1
12198,نظارت,-1
12202,نظام‌مند,1
12203,نظام‌یافته,1
12210,نظم‌گرا,1
12211,نظم‌گریز,-1
12213,نظیف,1
12214,نعش کش,-1
12218,نعمت,1
12219,نعمت غیر مترقبه,1
12221,نغز,1
12223,نفاق,-1
12229,نفخ شکم,-1
12230,نفرت,-1
12231,نفرت انگیز,-1
12232,نفرت داشتن از,-1
12236,نفس نفس زدن,-1
12237,نفسانی,-1
12239,نفقه,-1
12240,نفهم,-1
12241,نفوذ,-1
12245,نفی,-1
12246,نفیس,1
12247,نق نقو,-1
12260,نقرس,-1
12265,نقش برآب,-1
12272,نقص,-1
12273,نقصان‌پذیر,-1
12274,نقض,-1
12275,نقض کردن,-1
12277,نقطه اتکاء,1
12291,نمادین,1
12293,نماز خواندن,1
12296,نمایان,1
12306,نمایشگاه,1
12308,نمایشی,1
12309,نماینده,1
12310,نمایندگی,1
12324,نمونه و سرمشق,1
12325,نمونه کامل,1
12327,نمونه‌وار,1
12331,ننر,-1
12332,ننگین,-1
12333,ننگین,-1
12334,نه,-1
12336,نهان,-1
12349,نو کردن,1
12351,نوآور,1
12352,نوآوری,1
12353,نوار,-1
12357,نوازش,1
12358,نوازش کردن,-1
12363,نواندیش,1
12369,نوجو,1
12370,نوجوان,-1
12373,نورگیر,1
12374,نور افتاب,1
12376,نور ستاره,1
12383,نورچشمی,1
12387,نوساز,1
12388,نوسازی,1
12389,نوسان,-1
12392,نوسانات,-1
12395,نوش دارو,1
12396,نوشابه,1
12402,نوظهور,1
12403,نوع,1
12404,نوع دوست,1
12406,نوعی ابگوشت,1
12411,نوعی سگ بزرگ,1
12419,نومید,-1
12420,نومید کننده,-1
12423,نوه,1
12424,نویدبخش,1
12426,نوین,1
12433,نوک زدن,1
12442,نویسنده,1
12445,نیامرزیده,-1
12448,نیرنگ‌باز,-1
12449,نیرومند,1
12475,نیمه‌کاره,-1
12481,نیک,1
12482,نیک فرجام,1
12484,نیکوکار,1
12486,نپخته,-1
12490,نژادپرست,-1
12494,نکته بینی,1
12495,نکته سنج,1
12502,نگاه دارنده,1
12503,نگاه داشتنی,1
12504,نگاه دزدکی,-1
12505,نگران,-1
12506,نگران کننده,-1
12507,نگرانی,-1
12508,نگران‌کننده,-1
12510,نگه داشتن,-1
12511,نگهبان,1
12516,نگهداری,1
12517,نگون‌بخت,-1
12522,نیازمند,-1
12526,نیت,-1
12527,نیرنگ,-1
12531,نیروی حیاتی,1
12535,نیزه,-1
12537,نیستی,-1
12538,نیش,-1
12539,نیش زدن,-1
12549,نیمه راه,-1
12556,نیکوتین,-1
12558,هاج‌وواج,-1
12561,هار,-1
12562,هارمونی,1
12563,هاضم,1
12575,هتک حرمت,-1
12580,هجوم,-1
12583,هجی,1
12587,هدر رفته,-1
12588,هدررفته,-1
12589,هدف,1
12590,هدف دار,1
12591,هدف مند,1
12592,هدیه,1
12593,هدیه یادگاری یادبود,1
12594,هذیان,-1
12595,هذیانی,-1
12601,هراسان,-1
12602,هراسناک,-1
12603,هراس‌آلود,-1
12604,هرج و مرج,-1
12605,هرج و مرج طلب,-1
12606,هرز,-1
12607,هرزه,-1
12611,هروئین,-1
12612,هروئینی,-1
12615,هزل,-1
12617,هزل‌گو,1
12618,هزینه‌زا,-1
12619,هزینه,-1
12620,هسته,1
12633,هشدار,-1
12635,هشدار دادن,-1
12636,هشدار دهنده,-1
12641,هفت تیر,-1
12652,هق هق,-1
12668,هم سرایان,1
12674,هم مشرب,1
12679,هم پیمان,1
12680,هم پیمان شدن,-1
12686,هماهنگ,1
12687,همایون,1
12692,همجنسگرایی,-1
12694,همخوان,1
12697,همدردی,1
12699,همدم,1
12702,همراه,1
12703,همراهی,1
12705,همراهی کردن با,1
12708,همزمان کردن,1
12711,همسانی,1
12713,همسایه,1
12715,همسر,1
12718,همنشین,1
12723,همه گیر,-1
12726,همه‌فن‌حریف,1
12732,همواره,1
12734,همیشه‌پیروز,1
12738,همکاری,1
12748,همیشه,1
12749,همیشه سبز,1
12750,همیشگی,1
12758,هم‌دست,-1
12779,هنجارگریز,-1
12785,هنر,1
12789,هنردوست,1
12791,هنرمند,1
12793,هنرمندانه,1
12794,هنرور,1
12817,هوسرانی,1
12820,هوس‌باز,-1
12822,هوش,1
12823,هوشمند,1
12824,هوشیار,1
12825,هوشیار,1
12826,هوشیاری,1
12827,هولناک,-1
12829,هویدا,1
12830,هوچی,-1
12831,هوی مرتیکه داری,-1
12832,هوی و هوس,-1
12842,هیچ‌کاره,-1
12845,هک‌شده,-1
12847,هیاهو,1
12849,هیجان,1
12850,هیجان انگیز,1
12856,هیستری,-1
12857,هیستریک,-1
12858,هیولا,-1
12861,هیپی,-1
12865,هیکل,1
12867,وابسته,1
12869,وابسته به ادمکشی,-1
12874,وابسته به تب,-1
12881,وابسته به غسل ​​تعمید,1
12882,وابسته به فرشته,1
12883,وابسته به فرماندار,1
12892,وابسته به چربی,-1
12893,وابسته به کتاب مقدس,1
12896,وابستگی,-1
12903,واجد شرایط,1
12908,واحه,1
12910,وادار کردن,-1
12912,وارد,1
12913,وارد امدن,-1
12920,وارسته,1
12921,وارونه,-1
12930,واضح,1
12934,واقع در پایین,-1
12940,واقعی,1
12944,والا,-1
12948,وان,1
12950,وانمود,-1
12951,وانمود کردن,-1
12954,واهی,-1
12957,واپس‌گرا,-1
12962,واژگان,1
12964,واژگون ساختن,-1
12966,واژگونی,-1
12967,واکسینه,1
12980,واگرا,-1
12986,واگیردار,-1
12987,وای بر,-1
12989,وبا,-1
12992,وجد,1
12993,وجد آمدیم,1
12994,وجدان,1
12995,وجود,1
12998,وحدت,1
12999,وحشت,-1
13000,وحشت زده,-1
13001,وحشت زده شدن,-1
13002,وحشتناک,-1
13004,وحشی,-1
13005,وحشی,-1
13006,وحشیانه,-1
13007,وحشیگری,-1
13008,وحی,1
13009,وخیم,-1
13010,وخیم,-1
13011,وراثت,1
13012,وراج,-1
13016,ورزشکار,1
13019,ورزشی,1
13020,ورزیده,1
13021,ورشکست,-1
13022,ورشکسته,-1
13023,ورشکستگی,-1
13025,ورقه,-1
13026,ورقه رای,1
13030,ورم,-1
13037,وزارت,1
13039,وزغ,-1
13040,وزن,1
13044,وزین,1
13046,وساطت,1
13047,وساطت کردن,1
13056,وسوسه,-1
13060,وسیع,1
13061,وسیله,1
13062,وسیله تطهیر,-1
13068,وصله,-1
13079,وطن‌دوست,1
13080,وطن‌فروش,-1
13081,وطن‌پرست,1
13082,وظیفه شناس,1
13083,وظیفه‌نشناس,-1
13084,وظیفه,1
13085,وظیفه شناس,1
13086,وظیفه نشناس,-1
13087,وعده,1
13090,وفادار,1
13092,وفاداری,1
13093,وفق دادن,1
13094,وفق‌ناپذیر,-1
13095,وفق‌پذیر,1
13096,وقاحت,-1
13097,وقار,1
13100,وقت شناس,1
13101,وقت شناسی,1
13102,وقت نشناس,-1
13103,وقف کردن,1
13104,وقفه,-1
13107,وقیح,-1
13108,ول,-1
13112,ولو,-1
13113,ولگرد,-1
13114,ولگردی,-1
13115,ولگردی و قانونی شکنی,-1
13119,وهم,-1
13120,وهم‌آلود,-1
13121,وهم‌انگیز,-1
13125,ویران,-1
13126,ویرانگر,-1
13136,ویران,-1
13137,ویران کردن,-1
13139,ویرانگر,-1
13140,ویرانی,-1
13143,ویروس,-1
13144,ویروس هرپس,-1
13152,ویژه,1
13153,ویژگی,1
13154,ویژه‌ای,1
13159,یار,1
13161,یاس‌آور,-1
13162,یاغی,-1
13165,یاور,1
13180,یغماگر,-1
13208,یکتا,1
13212,یکه تاز,1
13216,یک‌دنده,-1
13223,پا زدن,-1
13224,پابرجا,1
13230,پادرهوا,-1
13231,پادزهر,1
13233,پادشاه,1
13236,پادگان,1
13238,پارانویا,-1
13239,پارتی,-1
13240,پارتیزان,-1
13241,پارسا,1
13244,پاره,-1
13245,پاره شده,-1
13248,پاره کردن,-1
13253,پارچه ابریشمی گل برجسته,1
13255,پارچه راه راه,-1
13262,پارگی,-1
13265,پاسخ,1
13268,پاشنه,-1
13285,پایا,1
13289,پایدار,1
13290,پایمال,-1
13305,پاک,1
13306,پاک نشدنی,1
13307,پاک کردن,1
13309,پاکباز,1
13312,پاکدامن,1
13313,پاکدامنی,1
13315,پاکیزه,1
13317,پاک‌کننده,1
13323,پایانه,-1
13325,پایدار,1
13327,پایمال کردن,-1
13333,پایین,-1
13334,پایین‌تر,-1
13335,پایین‌ترین,-1
13341,پخته,1
13343,پخش و پلا,-1
13346,پخمه,-1
13352,پدران,1
13355,پدرسالارانه,1
13361,پذیرا,1
13363,پذیرفتنی,1
13364,پذیرفته,1
13366,پذیرش,1
13367,پذیرفتن,1
13369,پر اب و تاب,1
13374,پر از گل,-1
13376,پر تلالو,1
13377,پر حرف,-1
13378,پر خوری,-1
13380,پر رونق,1
13381,پر زحمت,-1
13382,پر زرق و برق,1
13383,پر سر و صدا,-1
13384,پر مخاطره,-1
13386,پر نوخت,1
13389,پر کننده,-1
13390,پرآوازه,1
13391,پراتلاف,-1
13392,پرازدحام,-1
13393,پراسایش,1
13394,پراضطراب,-1
13395,پرافاده,-1
13396,پرافتخار,1
13403,پراکندگی,-1
13404,پربار,1
13406,پربیننده,1
13407,پرت,-1
13408,پرت شدن,-1
13410,پرتاب,-1
13418,پرتلاش,1
13420,پرتو,1
13421,پرتو افکندن,1
13425,پرتوقع,-1
13429,پرتگاه,-1
13430,پرجاذبه,1
13434,پرجنجال,-1
13436,پرحاشیه,-1
13437,پرحرف,-1
13439,پرخاش‌گر,-1
13440,پرخاشجو,-1
13441,پرخرج,-1
13442,پرخطر,-1
13444,پرخور,-1
13445,پرخیروبرکت,1
13446,پرداخت,-1
13449,پرداخت هزینه,1
13452,پرداختن,1
13456,پردل,1
13461,پررفت و آمد,-1
13463,پررو,-1
13465,پرز,-1
13466,پرزدار,1
13467,پرس و جو,1
13468,پرستار,1
13471,پرسرعت,1
13472,پرسروصدا,-1
13474,پرسش و پاسخ,-1
13478,پرسوزو گداز,-1
13481,پرش,1
13482,پرشتاب,1
13483,پرشدنی,-1
13488,پرشکوه,-1
13490,پرطراوت,1
13495,پرماجرا,1
13497,پرمخاطب,1
13498,پرمخاطره,-1
13499,پرمشغله,1
13500,پرمصرف,1
13506,پرنمک,-1
13508,پرهزینه,1
13509,پرهیاهو,-1
13511,پرهیزکار,1
13513,پرواز,1
13524,پرورش,1
13526,پرورش‌یافته,1
13535,پریشان,-1
13541,پرچانه,-1
13544,پرچمدار,1
13546,پرچین,1
13547,پرکار,1
13548,پرگل,1
13551,پریشان,-1
13552,پریشانی,-1
13553,پزشک,1
13555,پزشکی,1
13556,پس از سانحه,-1
13557,پس انداز,1
13559,پس دادن,1
13560,پس روی,-1
13563,پس زنی,-1
13566,پست,-1
13567,پست کننده,-1
13573,پستی,-1
13574,پست‌فطرت,-1
13575,پسر,-1
13576,پسر بچه,-1
13580,پسرفتی,-1
13582,پسندیده,1
13591,پشتیبان,1
13592,پشتگرم,1
13594,پشتیبانی,1
13595,پشتیبانی نشده,-1
13598,پشم گوسفند وجانوران دیگر,-1
13603,پشه,-1
13604,پشیمان,-1
13605,پشیز,-1
13606,پشیمانی,-1
13608,پف کرده,-1
13619,پلاسیده,-1
13622,پلشت‌بر,1
13623,پلمب,-1
13635,پلیس,1
13643,پناهگاه,1
13652,پنجه,-1
13653,پنجه طلایی,1
13654,پنج‌ستاره,1
13656,پنهان,-1
13658,پنهان کردن,-1
13664,پهلوان,1
13666,پهلوان پنبه,-1
13667,پهلوانان,1
13679,پورنو,-1
13680,پورنوگرافی,-1
13682,پوزخند,1
13685,پوزه,-1
13688,پوست درخت,-1
13691,پوست کندن,-1
13695,پوسته خارجی,-1
13701,پوسیده,-1
13702,پوسیدگی,-1
13704,پوشالی,-1
13705,پوشاندن,1
13710,پوشیدنی,1
13712,پوشیدن,-1
13713,پوشیده,-1
13714,پوشیده از ابر,-1
13716,پول,1
13717,پول نقد,1
13719,پولدار,1
13721,پولی,1
13723,پوند,-1
13725,پویا,1
13726,پوچ,-1
13727,پوچ گرایی,-1
13728,پوچی,-1
13734,پیام‌آور,1
13741,پیروز,1
13742,پیروزمند,1
13743,پیروزی‌بخش,1
13746,پیش قدم,1
13747,پیشرفته,1
13748,پیشرو,1
13752,پیشگام,1
13758,پیش‌پا‌افتاده,-1
13760,پیش‌کسوت,1
13761,پیله‌ور,-1
13763,پیمان‌شکن,-1
13773,پژمرده شدن,-1
13780,پکر,-1
13783,پی جو,1
13784,پی در پی,-1
13791,پیازی,-1
13794,پیامبر,1
13807,پیروز,1
13808,پیروز شدن بر,1
13809,پیروزی,1
13812,پیش,1
13814,پیش اخطار,-1
13816,پیش بینی,1
13817,پیش بینی کردن,1
13820,پیش رفتن,-1
13828,پیشانه,1
13832,پیشرفت,1
13833,پیشرفته,1
13834,پیشرو,1
13835,پیشنهاد,1
13840,پیشگام,1
13848,پیمان شکنی,-1
13854,پیوستن,1
13855,پیوسته,1
13860,پیچ,-1
13862,پیچ خوردن,-1
13865,پیچ و تاب,-1
13866,پیچ و تاب خوردن,-1
13870,پیچهای تودرتوی,-1
13871,پیچیده,-1
13872,پیچیده کردن,-1
13875,پیک نیک,1
13886,چابکی,1
13887,چاخان,-1
13893,چاره,-1
13895,چاره ساز,1
13899,چاشنی زدن,-1
13900,چاشنی زده,1
13901,چاق,-1
13902,چاق و چله,1
13904,چاقوکش,-1
13905,چاقوی کوچک جراحی,-1
13906,چاقی,-1
13908,چالش,-1
13915,چاپ جدید,-1
13921,چاپیدن,-1
13925,چاکر,-1
13937,چرب,-1
13939,چربی,-1
13940,چرت,-1
13941,چرت زدن,1
13942,چرتی,-1
13946,چرخ دنده جناحی,-1
13965,چرند,-1
13969,چرک,-1
13971,چرک زا,-1
13972,چرکین,-1
13973,چرکی,-1
13974,چریدن,1
13977,چسباننده,1
13986,چشم انداز,1
13990,چشم پوشی,-1
13991,چشم پوشی کردن از,1
13996,چشمک زدن,1
13999,چشمگیر,1
14000,چشمگیر,1
14003,چشم‌چپ,-1
14005,چلاق,-1
14011,چماق یا شلاق چرمی,-1
14025,چند همسری,-1
14031,چندش‌آور,-1
14040,چنگ,1
14041,چنگ زدن,-1
14043,چنگال,-1
14070,چوبه دار,-1
14073,چوبکاری,-1
14075,چوپان,1
14079,چیره,1
14083,چپ دست,-1
14086,چپ چپ,-1
14088,چپاول‌گر,-1
14091,چک لیست,1
14097,چکه کن,-1
14107,چیز ساییده شده,-1
14108,چیز عجیب و غریب,-1
14125,ژست گرفتن,-1
14131,ژنده,-1
14132,ژنده پوش,-1
14135,ژولیده,-1
14140,کابوس,-1
14143,کابینه,1
14147,کاتب نسخه‌های خطی,1
14148,کاتتر,-1
14152,کاج,-1
14159,کار بیهوده,-1
14161,کارآزموده,1
14162,کارآفرین,1
14164,کارآمد,1
14166,کارا,1
14169,کاراندوز,1
14172,کاربر,1
14174,کاربردی,1
14176,کاربرپسند,1
14180,کارتل,-1
14187,کاردانی,1
14188,کاردیومیوپاتی,-1
14189,کارد‌خورده,-1
14190,کارراه انداز,1
14191,کارشناس,1
14199,کارهای عادی و روزمره,-1
14204,کارچاق‌کن,1
14205,کارکرده,-1
14207,کارکشته,1
14211,کارگر,1
14216,کارگشا,1
14219,کاریکاتور,-1
14225,کاستن,-1
14239,کافر,-1
14240,کافر شدند,-1
14241,کافه,1
14246,کال,-1
14248,کالایی,-1
14249,کالبد شکافی,-1
14259,کامل,1
14260,کاملأ پیچیده,1
14261,کاملا,1
14262,کافی,1
14263,کامیاب,1
14266,کامیابی,1
14278,کاه,-1
14280,کاهش,-1
14281,کاهش ارزش,-1
14283,کاهش دادن,-1
14285,کاهل,-1
14286,کاهلی,-1
14296,کاپوت,-1
14309,کبوتر,-1
14312,کبود,-1
14313,کبودی,-1
14324,کتاب راهنما,1
14331,کتابسرا,1
14337,کتاب‌شناس,1
14343,کتک‌خورده,-1
14346,کثافت,-1
14347,کثرت‌گرا,1
14351,کثیف,-1
14352,کثیف,-1
14353,کج,-1
14355,کج خلقی,-1
14356,کج و معوج کردن,-1
14358,کج‌اندیش,-1
14359,کج‌سلیقه,-1
14363,کدورت,-1
14364,کذاب,-1
14365,کذایی,-1
14366,کذب,-1
14367,کر,-1
14384,کرم ریز,-1
14386,کرم پنیر,-1
14389,کرم‌خورده,-1
14399,کروکثیف,-1
14402,کریم,1
14403,کریه,-1
14404,کریه‌المنظر,-1
14408,کرکس,-1
14409,کرکننده,-1
14411,کرگدن,-1
14412,کریستال,1
14415,کزاز,-1
14416,کساد,-1
14417,کسالت‌آور,-1
14418,کسالت‌بار,-1
14419,کسب,1
14420,کسب درآمد,1
14422,کسر کردن,-1
14425,کسل,-1
14427,کسل‌کننده,-1
14428,کسی را دست انداختن,-1
14429,کسی را کوچک کردن,-1
14434,کسیکه در پارلمان تبلیغ میکند,-1
14436,کسیکه قربانی دیگران شود,-1
14441,کشاورزی,1
14442,کشت,1
14444,کشت کردن,1
14445,کشتار,-1
14446,کشتارگاه,-1
14447,کشتن,-1
14448,کشته,-1
14449,کشته‌شده,-1
14451,کشتی,-1
14459,کشف,1
14460,کشف و خنثی,-1
14464,کشنده,-1
14473,کشکی,-1
14474,کشیدن,1
14476,کشیش,1
14480,کف,-1
14484,کف زدن,1
14486,کفاره,1
14489,کفایت,1
14492,کفرآمیز,-1
14493,کفرگوینده,-1
14510,کلاسیک,1
14511,کلاس‌بالا,1
14512,کلاس‌پایین,-1
14513,کلاش,-1
14518,کلاله,-1
14524,کلاه ایمنی,1
14525,کلاه بردار,-1
14529,کلاهبردار,-1
14535,کلروفورم,-1
14539,کلمات,-1
14541,کلمه,1
14543,کلنگ,1
14544,کلنگی,-1
14546,کله‌شق,-1
14550,کلوچه یا نان پخته شده در قالب‌های دو پارچه اهنی,-1
14560,کلک,-1
14562,کلک‌باز,-1
14564,کلیسا,1
14565,کلیسای جامع,1
14567,کلیشه,-1
14571,کم,-1
14573,کم بها کردن,-1
14574,کم توان,-1
14576,کم حافظه,-1
14577,کم درآمد,-1
14579,کم رنگ و پریده,-1
14581,کم شدن,-1
14582,کم شنوا,-1
14584,کم عقل,-1
14586,کم فروش,-1
14588,کم مصرف,1
14591,کم پیدا,-1
14592,کم کار,-1
14596,کمال,1
14601,کمبود,-1
14602,کمتر,-1
14603,کمتری,-1
14604,کمتر توسعه‌یافته,-1
14605,کمترین,-1
14606,کمتر‌شناخته‌شده,-1
14608,کمدی,1
14612,کمربند,-1
14613,کمرشکن,-1
14614,کمرو,-1
14620,کمونیست,-1
14621,کمونیسم,-1
14626,کمیک,1
14627,کمپلکس شده,-1
14628,کمپوست,-1
14630,کمک,1
14633,کمک مالی,-1
14634,کمک هزینه تحصیلی,1
14636,کمک کردن,1
14641,کمیاب,-1
14642,کمیابی,-1
14645,کمین,-1
14646,کم‌آب,-1
14647,کم‌التفات,-1
14648,کم‌بازدید,-1
14649,کم‌بیننده,-1
